No_Struk,Tanggal,Waktu,Kasir,Menu,Kategori,Harga_Satuan,Jumlah,Subtotal,Total_Transaksi,Metode_Pembayaran
-20251110-0004,2025-11-10,19:33:45,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20251110-0005,2025-11-10,14:15:43,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Tunai
-20251111-0001,2025-11-11,17:43:40,val,Espresso,Kopi,10000,3,30000,30000,Debit
-20251111-0002,2025-11-11,14:43:26,valencia,Cheesecake,Dessert,15000,3,45000,45000,Tunai
-20251111-0003,2025-11-11,16:38:50,val,Latte,Kopi,15000,1,15000,15000,Tunai
-20251111-0004,2025-11-11,21:11:00,valencia,Americano,Kopi,12000,3,36000,36000,Tunai
-20251111-0005,2025-11-11,21:42:32,valencia,Kopi Tubruk,Kopi,8000,4,32000,32000,QRIS
-20251112-0001,2025-11-12,18:55:10,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20251112-0002,2025-11-12,11:48:38,val,Gelato,Dessert,12000,3,36000,36000,Tunai
-20251112-0003,2025-11-12,11:49:16,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20251112-0004,2025-11-12,11:28:29,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20251112-0005,2025-11-12,21:26:37,valencia,Lasagna,Pasta,25000,2,50000,50000,QRIS
-20251113-0001,2025-11-13,11:03:18,valencia,Cappucino,Kopi,15000,4,60000,60000,Debit
-20251113-0002,2025-11-13,10:09:35,val,Espresso,Kopi,10000,1,10000,10000,Debit
-20251113-0003,2025-11-13,21:07:59,valencia,Latte,Kopi,15000,5,75000,75000,Debit
-20251113-0004,2025-11-13,17:08:47,val,Smoothie Berrie,Smoothie,18000,1,18000,18000,QRIS
-20251113-0005,2025-11-13,10:21:04,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20251114-0001,2025-11-14,09:34:01,valencia,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20251114-0002,2025-11-14,20:35:08,val,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20251114-0003,2025-11-14,21:03:34,val,Cappucino,Kopi,15000,4,60000,60000,Tunai
-20251114-0004,2025-11-14,17:25:25,valencia,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20251114-0005,2025-11-14,13:17:15,valencia,Gelato,Dessert,12000,4,48000,48000,Tunai
-20251115-0001,2025-11-15,19:21:26,val,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20251115-0002,2025-11-15,09:46:57,valencia,Espresso,Kopi,10000,1,10000,10000,QRIS
-20251115-0003,2025-11-15,15:03:46,val,Espresso,Kopi,10000,1,10000,10000,Tunai
-20251115-0004,2025-11-15,18:18:41,valencia,Latte,Kopi,15000,4,60000,60000,Debit
-20251115-0005,2025-11-15,21:16:52,val,Latte,Kopi,15000,5,75000,75000,QRIS
-20251116-0001,2025-11-16,09:27:24,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251116-0002,2025-11-16,14:32:18,val,Americano,Kopi,12000,5,60000,60000,QRIS
-20251116-0003,2025-11-16,21:43:40,val,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20251116-0004,2025-11-16,18:11:47,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20251116-0005,2025-11-16,21:32:55,valencia,Americano,Kopi,12000,4,48000,48000,Tunai
-20251117-0001,2025-11-17,15:27:59,val,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20251117-0002,2025-11-17,16:27:20,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20251117-0003,2025-11-17,09:10:57,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20251117-0004,2025-11-17,16:46:10,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251117-0005,2025-11-17,13:29:35,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Debit
-20251118-0001,2025-11-18,11:50:44,valencia,Latte,Kopi,15000,1,15000,15000,Debit
-20251118-0002,2025-11-18,12:32:52,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20251118-0003,2025-11-18,09:25:40,valencia,Americano,Kopi,12000,4,48000,48000,QRIS
-20251118-0004,2025-11-18,17:00:32,valencia,Espresso,Kopi,10000,2,20000,20000,QRIS
-20251118-0005,2025-11-18,20:00:28,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251119-0001,2025-11-19,16:21:03,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20251119-0002,2025-11-19,12:06:27,val,Latte,Kopi,15000,4,60000,60000,Tunai
-20251119-0003,2025-11-19,20:30:48,val,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20251119-0004,2025-11-19,17:46:37,val,Latte,Kopi,15000,2,30000,30000,Debit
-20251119-0005,2025-11-19,16:02:33,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20251120-0001,2025-11-20,15:34:12,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,QRIS
-20251120-0002,2025-11-20,21:49:24,valencia,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20251120-0003,2025-11-20,09:53:16,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,QRIS
-20251120-0004,2025-11-20,19:04:31,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20251120-0005,2025-11-20,12:52:01,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251121-0001,2025-11-21,18:08:28,valencia,Spagetti,Pasta,20000,3,60000,60000,QRIS
-20251121-0002,2025-11-21,17:07:15,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251121-0003,2025-11-21,21:17:54,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20251121-0004,2025-11-21,15:23:48,val,Cappucino,Kopi,15000,1,15000,15000,QRIS
-20251121-0005,2025-11-21,20:56:56,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20251122-0001,2025-11-22,12:49:56,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,QRIS
-20251122-0002,2025-11-22,09:18:00,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20251122-0003,2025-11-22,09:38:46,valencia,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20251122-0004,2025-11-22,14:27:52,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20251122-0005,2025-11-22,12:30:06,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251123-0001,2025-11-23,15:18:03,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20251123-0002,2025-11-23,12:58:51,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20251123-0003,2025-11-23,18:02:23,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Debit
-20251123-0004,2025-11-23,15:57:28,valencia,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20251123-0005,2025-11-23,19:24:44,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20251124-0001,2025-11-24,20:08:54,val,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20251124-0002,2025-11-24,17:01:02,valencia,Latte,Kopi,15000,4,60000,60000,Debit
-20251124-0003,2025-11-24,20:21:21,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20251124-0004,2025-11-24,21:24:06,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20251124-0005,2025-11-24,16:32:03,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251125-0001,2025-11-25,15:59:13,val,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20251125-0002,2025-11-25,10:02:33,val,Gelato,Dessert,12000,4,48000,48000,QRIS
-20251125-0003,2025-11-25,16:46:40,valencia,Espresso,Kopi,10000,4,40000,40000,Tunai
-20251125-0004,2025-11-25,20:04:27,valencia,Kopi Tubruk,Kopi,8000,1,8000,8000,QRIS
-20251125-0005,2025-11-25,09:35:19,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20251126-0001,2025-11-26,19:52:56,valencia,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20251126-0002,2025-11-26,13:45:13,valencia,Kopi Tubruk,Kopi,8000,3,24000,24000,Tunai
-20251126-0003,2025-11-26,11:43:53,valencia,Cappucino,Kopi,15000,3,45000,45000,Debit
-20251126-0004,2025-11-26,10:07:10,valencia,Latte,Kopi,15000,3,45000,45000,QRIS
-20251126-0005,2025-11-26,14:34:48,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251127-0001,2025-11-27,15:25:45,valencia,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20251127-0002,2025-11-27,10:05:27,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20251127-0003,2025-11-27,10:12:35,val,Latte,Kopi,15000,4,60000,60000,QRIS
-20251127-0004,2025-11-27,12:55:33,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20251127-0005,2025-11-27,18:45:02,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,QRIS
-20251128-0001,2025-11-28,18:43:50,valencia,Espresso,Kopi,10000,1,10000,10000,Debit
-20251128-0002,2025-11-28,11:32:59,valencia,Spagetti,Pasta,20000,2,40000,40000,Debit
-20251128-0003,2025-11-28,21:40:40,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20251128-0004,2025-11-28,13:33:58,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20251128-0005,2025-11-28,16:42:24,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20251129-0001,2025-11-29,15:16:25,valencia,Latte,Kopi,15000,5,75000,75000,Tunai
-20251129-0002,2025-11-29,20:21:47,val,Lasagna,Pasta,25000,4,100000,100000,QRIS
-20251129-0003,2025-11-29,09:02:30,val,Kopi Tubruk,Kopi,8000,1,8000,8000,Debit
-20251129-0004,2025-11-29,18:36:01,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,Debit
-20251129-0005,2025-11-29,10:07:56,val,Americano,Kopi,12000,5,60000,60000,Debit
-20251130-0001,2025-11-30,11:55:04,valencia,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251130-0002,2025-11-30,11:09:44,valencia,Americano,Kopi,12000,5,60000,60000,QRIS
-20251130-0003,2025-11-30,10:35:32,valencia,Kopi Tubruk,Kopi,8000,2,16000,16000,Tunai
-20251130-0004,2025-11-30,10:29:11,val,Espresso,Kopi,10000,1,10000,10000,Debit
-20251130-0005,2025-11-30,21:38:41,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251201-0001,2025-12-01,10:33:00,valencia,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20251201-0002,2025-12-01,09:47:50,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20251201-0003,2025-12-01,10:53:29,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20251201-0004,2025-12-01,19:16:34,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20251201-0005,2025-12-01,16:45:18,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251202-0001,2025-12-02,10:44:47,valencia,Gelato,Dessert,12000,1,12000,12000,QRIS
-20251202-0002,2025-12-02,18:34:13,val,Lasagna,Pasta,25000,1,25000,25000,Debit
-20251202-0003,2025-12-02,16:56:44,val,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251202-0004,2025-12-02,15:27:05,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20251202-0005,2025-12-02,10:26:23,val,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20251203-0001,2025-12-03,15:50:48,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20251203-0002,2025-12-03,09:11:09,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20251203-0003,2025-12-03,12:50:38,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251203-0004,2025-12-03,21:29:20,val,Spagetti,Pasta,20000,1,20000,20000,Tunai
-20251203-0005,2025-12-03,17:50:36,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20251204-0001,2025-12-04,18:13:27,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251204-0002,2025-12-04,16:47:20,val,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20251204-0003,2025-12-04,14:50:55,val,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20251204-0004,2025-12-04,18:05:29,valencia,Latte,Kopi,15000,1,15000,15000,QRIS
-20251204-0005,2025-12-04,21:19:36,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20251205-0001,2025-12-05,19:02:59,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251205-0002,2025-12-05,19:58:52,valencia,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20251205-0003,2025-12-05,16:53:15,valencia,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20251205-0004,2025-12-05,20:48:13,val,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20251205-0005,2025-12-05,17:54:06,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251206-0001,2025-12-06,20:16:21,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251206-0002,2025-12-06,13:14:20,valencia,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20251206-0003,2025-12-06,21:30:26,valencia,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20251206-0004,2025-12-06,17:01:41,val,Latte,Kopi,15000,5,75000,75000,QRIS
-20251206-0005,2025-12-06,13:51:42,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20251207-0001,2025-12-07,21:00:45,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20251207-0002,2025-12-07,18:02:26,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20251207-0003,2025-12-07,10:04:25,val,Gelato,Dessert,12000,4,48000,48000,Debit
-20251207-0004,2025-12-07,10:39:49,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251207-0005,2025-12-07,15:08:37,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,Debit
-20251208-0001,2025-12-08,20:32:35,val,Espresso,Kopi,10000,1,10000,10000,Debit
-20251208-0002,2025-12-08,18:49:26,val,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20251208-0003,2025-12-08,13:44:21,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20251208-0004,2025-12-08,21:02:13,valencia,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20251208-0005,2025-12-08,16:56:52,valencia,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20251209-0001,2025-12-09,19:32:21,valencia,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20251209-0002,2025-12-09,11:27:21,valencia,Gelato,Dessert,12000,2,24000,24000,Tunai
-20251209-0003,2025-12-09,21:09:22,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20251209-0004,2025-12-09,16:57:28,valencia,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20251209-0005,2025-12-09,10:07:12,val,Espresso,Kopi,10000,5,50000,50000,Tunai
-20251210-0001,2025-12-10,17:33:10,val,Latte,Kopi,15000,5,75000,75000,Debit
-20251210-0002,2025-12-10,21:32:29,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20251210-0003,2025-12-10,16:33:51,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20251210-0004,2025-12-10,11:13:58,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20251210-0005,2025-12-10,09:34:09,valencia,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20251211-0001,2025-12-11,13:40:29,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20251211-0002,2025-12-11,20:26:49,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251211-0003,2025-12-11,20:17:13,valencia,Espresso,Kopi,10000,1,10000,10000,QRIS
-20251211-0004,2025-12-11,21:55:16,val,Americano,Kopi,12000,5,60000,60000,Debit
-20251211-0005,2025-12-11,09:51:13,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20251212-0001,2025-12-12,12:46:15,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251212-0002,2025-12-12,12:59:34,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20251212-0003,2025-12-12,12:07:36,val,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20251212-0004,2025-12-12,10:31:48,val,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20251212-0005,2025-12-12,13:58:51,val,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20251213-0001,2025-12-13,15:32:23,val,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20251213-0002,2025-12-13,21:28:02,val,Americano,Kopi,12000,2,24000,24000,Tunai
-20251213-0003,2025-12-13,11:20:15,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,QRIS
-20251213-0004,2025-12-13,09:16:56,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20251213-0005,2025-12-13,09:56:44,valencia,Espresso,Kopi,10000,4,40000,40000,Tunai
-20251214-0001,2025-12-14,12:56:20,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20251214-0002,2025-12-14,21:06:31,val,Espresso,Kopi,10000,1,10000,10000,Tunai
-20251214-0003,2025-12-14,11:01:02,val,Spagetti,Pasta,20000,5,100000,100000,Debit
-20251214-0004,2025-12-14,16:45:27,val,Gelato,Dessert,12000,5,60000,60000,QRIS
-20251214-0005,2025-12-14,21:21:49,valencia,Cappucino,Kopi,15000,4,60000,60000,Tunai
-20251215-0001,2025-12-15,13:10:30,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20251215-0002,2025-12-15,18:29:21,val,Gelato,Dessert,12000,4,48000,48000,Debit
-20251215-0003,2025-12-15,10:06:11,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20251215-0004,2025-12-15,16:13:28,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Tunai
-20251215-0005,2025-12-15,11:02:24,val,Kopi Tubruk,Kopi,8000,1,8000,8000,QRIS
-20251216-0001,2025-12-16,12:15:24,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20251216-0002,2025-12-16,13:18:40,val,Espresso,Kopi,10000,3,30000,30000,Tunai
-20251216-0003,2025-12-16,10:14:48,val,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20251216-0004,2025-12-16,10:30:18,valencia,Americano,Kopi,12000,1,12000,12000,QRIS
-20251216-0005,2025-12-16,19:54:14,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20251217-0001,2025-12-17,10:28:13,valencia,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20251217-0002,2025-12-17,21:23:41,val,Espresso,Kopi,10000,5,50000,50000,Debit
-20251217-0003,2025-12-17,16:25:09,val,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20251217-0004,2025-12-17,10:44:00,val,Spagetti,Pasta,20000,1,20000,20000,Debit
-20251217-0005,2025-12-17,21:45:10,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,QRIS
-20251218-0001,2025-12-18,16:35:12,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20251218-0002,2025-12-18,09:35:43,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20251218-0003,2025-12-18,09:21:32,valencia,Gelato,Dessert,12000,5,60000,60000,Tunai
-20251218-0004,2025-12-18,11:56:18,valencia,Gelato,Dessert,12000,3,36000,36000,QRIS
-20251218-0005,2025-12-18,14:26:20,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20251219-0001,2025-12-19,20:48:41,val,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20251219-0002,2025-12-19,13:29:36,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20251219-0003,2025-12-19,15:20:11,val,Smoothie Berrie,Smoothie,18000,2,36000,36000,Debit
-20251219-0004,2025-12-19,15:16:23,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20251219-0005,2025-12-19,21:20:28,valencia,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20251220-0001,2025-12-20,19:51:17,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20251220-0002,2025-12-20,21:01:06,valencia,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20251220-0003,2025-12-20,19:39:08,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251220-0004,2025-12-20,20:36:29,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20251220-0005,2025-12-20,09:16:15,val,Latte,Kopi,15000,3,45000,45000,QRIS
-20251221-0001,2025-12-21,19:47:58,val,Kentang Goreng,Camilan,12000,1,12000,12000,QRIS
-20251221-0002,2025-12-21,11:19:23,val,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20251221-0003,2025-12-21,15:00:17,val,Spagetti,Pasta,20000,4,80000,80000,Debit
-20251221-0004,2025-12-21,15:36:24,val,Latte,Kopi,15000,3,45000,45000,Tunai
-20251221-0005,2025-12-21,16:14:21,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Tunai
-20251222-0001,2025-12-22,12:12:10,val,Cheesecake,Dessert,15000,1,15000,15000,Tunai
-20251222-0002,2025-12-22,10:05:41,valencia,Americano,Kopi,12000,3,36000,36000,Debit
-20251222-0003,2025-12-22,17:57:23,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251222-0004,2025-12-22,15:09:28,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20251222-0005,2025-12-22,17:55:54,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20251223-0001,2025-12-23,09:36:16,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Debit
-20251223-0002,2025-12-23,16:58:27,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20251223-0003,2025-12-23,17:51:37,valencia,Smoothie Kiwi,Smoothie,17000,5,85000,85000,Debit
-20251223-0004,2025-12-23,16:59:29,val,Spagetti,Pasta,20000,4,80000,80000,Debit
-20251223-0005,2025-12-23,14:26:05,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20251224-0001,2025-12-24,19:09:47,val,Espresso,Kopi,10000,1,10000,10000,QRIS
-20251224-0002,2025-12-24,14:45:34,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,Tunai
-20251224-0003,2025-12-24,14:25:16,valencia,Latte,Kopi,15000,1,15000,15000,Tunai
-20251224-0004,2025-12-24,19:53:37,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20251224-0005,2025-12-24,17:45:48,valencia,Latte,Kopi,15000,3,45000,45000,Debit
-20251225-0001,2025-12-25,18:19:07,val,Latte,Kopi,15000,5,75000,75000,QRIS
-20251225-0002,2025-12-25,18:36:16,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Debit
-20251225-0003,2025-12-25,17:08:46,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20251225-0004,2025-12-25,21:03:56,val,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20251225-0005,2025-12-25,20:01:04,valencia,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20251226-0001,2025-12-26,16:27:34,val,Americano,Kopi,12000,1,12000,12000,Debit
-20251226-0002,2025-12-26,15:49:28,valencia,Gelato,Dessert,12000,4,48000,48000,QRIS
-20251226-0003,2025-12-26,13:44:51,valencia,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20251226-0004,2025-12-26,17:53:03,val,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20251226-0005,2025-12-26,12:19:00,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20251227-0001,2025-12-27,10:05:23,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20251227-0002,2025-12-27,20:19:56,valencia,Espresso,Kopi,10000,4,40000,40000,QRIS
-20251227-0003,2025-12-27,20:29:11,val,Espresso,Kopi,10000,2,20000,20000,QRIS
-20251227-0004,2025-12-27,09:56:29,valencia,Gelato,Dessert,12000,1,12000,12000,Debit
-20251227-0005,2025-12-27,11:19:30,val,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20251228-0001,2025-12-28,14:45:55,val,Spagetti,Pasta,20000,5,100000,100000,QRIS
-20251228-0002,2025-12-28,19:17:49,valencia,Gelato,Dessert,12000,3,36000,36000,Debit
-20251228-0003,2025-12-28,13:54:10,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20251228-0004,2025-12-28,18:50:50,val,Kentang Goreng,Camilan,12000,3,36000,36000,Tunai
-20251228-0005,2025-12-28,15:20:21,val,Latte,Kopi,15000,1,15000,15000,QRIS
-20251229-0001,2025-12-29,15:06:03,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20251229-0002,2025-12-29,10:25:25,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20251229-0003,2025-12-29,20:56:45,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20251229-0004,2025-12-29,10:52:55,valencia,Gelato,Dessert,12000,1,12000,12000,Debit
-20251229-0005,2025-12-29,21:41:56,val,Cappucino,Kopi,15000,5,75000,75000,Debit
-20251230-0001,2025-12-30,17:58:22,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20251230-0002,2025-12-30,20:20:33,valencia,Cappucino,Kopi,15000,5,75000,75000,Tunai
-20251230-0003,2025-12-30,17:15:29,val,Cheesecake,Dessert,15000,2,30000,30000,QRIS
-20251230-0004,2025-12-30,18:26:50,val,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20251230-0005,2025-12-30,12:30:53,val,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20251231-0001,2025-12-31,13:11:38,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20251231-0002,2025-12-31,19:34:47,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Debit
-20251231-0003,2025-12-31,11:30:47,valencia,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20251231-0004,2025-12-31,11:24:26,valencia,Lasagna,Pasta,25000,1,25000,25000,Debit
-20251231-0005,2025-12-31,13:49:45,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Debit-20251218-0006,2025-12-18,13:35:15,12,Smoothie Kiwi,Smoothie,17000,1,17000,77000,Tunai
-20251218-0006,2025-12-18,13:35:15,12,Mie Goreng,Nasi dan Mie,15000,4,60000,77000,Tunai
-20251218-0007,2025-12-18,14:34:40,12,Americano,Kopi,12000,2,24000,24000,Tunai
-20251218-0008,2025-12-18,14:44:38,12,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20251218-0009,2025-12-18,14:56:36,12,Spagetti,Pasta,20000,2,40000,40000,Tunai
